Patient_ID,Akkermansia,Faecalibacterium,Roseburia,Bifidobacterium,Bacteroides,Prevotella,Ruminococcus,Blautia,Collinsella,Escherichia_Shigella,Coprococcus,Alistipes,Subdoligranulum,Enterococcus,Eubacterium,Parabacteroides,Lactobacillus,Klebsiella,Streptococcus,Eggerthella,Other_Taxa
P00167,2.446,17.456,2.054,8.924,11.8,8.05,1.122,6.454,0.858,0.928,1.56,4.212,6.402,4.06,0.722,1.182,0.376,1.712,1.052,0.0,18.63
P00168,5.394,9.102,7.264,7.606,13.68,0.696,3.804,6.144,8.106,0.466,6.892,2.63,5.106,1.194,2.192,1.95,0.074,0.118,2.174,5.122,10.286
P00169,1.668,10.642,2.504,4.04,26.91,3.232,3.818,8.234,4.742,0.948,5.824,2.04,1.032,1.142,4.084,0.972,1.62,0.01,0.452,0.212,15.874
P00170,3.804,10.352,1.256,6.598,19.48,6.94,11.056,5.224,2.968,0.726,2.47,1.23,4.052,1.132,1.808,2.638,1.636,0.032,4.666,1.556,10.376
P00171,9.608,10.336,3.87,4.5,13.944,13.872,2.254,9.606,0.688,2.222,2.978,1.71,1.94,2.114,0.7,4.33,1.672,0.894,3.12,0.228,9.414
P00172,3.138,8.736,5.292,7.372,25.73,5.124,4.882,11.808,2.61,0.654,1.1,2.5,0.886,0.0,0.778,1.402,2.556,0.696,0.252,3.286,11.198
P00173,,,,,,,,,,,,,,,,,,,,,
P00174,1.24,5.582,1.062,8.248,29.33,4.804,1.168,5.988,2.172,4.556,7.552,2.74,0.368,2.974,1.65,2.912,1.19,1.928,4.636,3.708,6.192
P00175,1.744,12.222,3.178,10.896,20.54,8.768,6.466,7.452,0.714,0.18,3.974,3.296,3.752,1.322,5.52,1.06,0.706,0.088,0.124,0.0,7.998
P00176,1.254,5.07,2.57,4.24,14.976,18.562,3.236,14.67,4.396,3.346,1.176,2.25,1.434,1.172,0.498,4.472,0.28,1.616,2.55,1.146,11.086
P00177,1.78,6.566,3.0,1.898,20.932,9.55,5.858,11.294,2.246,4.244,3.422,2.478,3.882,3.724,3.046,0.54,0.894,2.182,2.608,2.408,7.448
P00178,,,,,,,,,,,,,,,,,,,,,
P00179,3.842,12.21,5.148,8.328,17.822,8.232,3.982,5.354,3.676,0.712,2.324,1.922,2.054,0.206,1.356,3.352,0.046,0.112,0.682,3.248,15.392
P00180,3.874,12.482,4.5,8.438,13.578,4.946,2.936,11.376,3.144,0.462,9.432,1.082,5.834,0.054,1.29,0.728,2.878,0.022,0.72,0.268,11.956
P00181,2.728,14.758,5.278,8.92,22.202,7.16,6.892,5.354,0.848,0.46,4.082,1.564,1.556,1.074,1.996,0.76,1.888,0.336,1.386,0.256,10.502
P00182,4.834,13.304,6.16,4.168,7.826,6.476,2.992,9.67,5.78,0.036,5.536,2.642,3.604,1.068,1.436,0.708,4.55,2.7,0.712,0.072,15.726
P00183,4.764,12.468,5.054,7.568,13.144,8.818,1.154,12.642,1.796,2.188,1.322,4.54,5.006,2.514,0.81,4.594,1.636,0.678,2.712,1.222,5.37
P00184,,,,,,,,,,,,,,,,,,,,,
P00185,1.978,8.584,9.97,10.808,23.77,8.11,1.598,2.732,4.206,3.212,3.95,2.256,1.656,0.174,2.738,1.05,0.424,0.338,0.434,0.926,11.086
P00186,3.022,11.828,9.424,5.146,23.13,8.234,5.416,4.536,1.962,1.22,4.572,1.738,1.452,4.39,0.16,1.996,3.116,0.326,1.102,0.164,7.066
P00187,2.492,1.848,0.938,2.102,24.886,5.494,1.352,15.462,4.372,5.808,4.294,2.164,2.068,1.994,1.442,1.28,0.362,2.686,2.216,4.51,12.23
P00188,3.408,19.068,6.182,3.968,14.354,8.084,1.352,6.178,1.204,1.606,3.348,4.85,6.454,0.75,1.864,3.096,1.15,1.17,0.146,0.082,11.686
P00189,5.2504,10.0888,5.6345,2.4782,26.9222,5.9785,2.7562,9.2387,6.0805,1.5201,1.9582,5.0844,2.2482,1.0601,0.53,0.9301,0.6681,0.0,1.6541,0.06,9.8588
P00190,1.108,16.288,2.65,1.422,20.912,3.9,3.962,7.48,6.664,6.694,3.972,3.26,0.682,2.882,2.456,2.662,0.66,0.432,0.376,0.71,10.828
P00191,5.906,8.462,4.982,1.892,18.856,9.696,4.144,4.714,1.228,5.088,1.352,3.47,1.466,1.288,2.666,2.666,7.002,1.37,5.17,0.374,8.208
P00192,5.794,14.488,5.674,2.548,23.352,6.174,1.97,13.942,0.736,1.222,2.056,4.896,0.622,2.176,2.514,1.254,0.618,0.466,0.682,0.318,8.498
P00193,3.326,9.59,2.648,1.862,18.042,7.344,4.198,10.952,2.828,2.902,3.086,4.09,4.214,0.554,2.818,2.022,1.778,0.938,2.398,0.684,13.726
P00194,1.936,7.206,1.914,2.054,33.088,8.23,3.074,7.282,3.378,5.11,3.486,1.706,1.868,2.636,3.544,0.034,0.922,1.236,0.448,0.158,10.69
P00195,5.234,12.426,7.518,4.632,18.84,2.934,5.426,5.35,2.624,1.562,6.572,2.458,0.296,0.78,1.272,0.628,1.446,1.216,0.166,0.022,18.598
P00196,,,,,,,,,,,,,,,,,,,,,
P00197,,,,,,,,,,,,,,,,,,,,,
P00198,2.896,5.042,2.56,3.646,17.286,7.52,3.528,13.854,3.006,1.834,3.888,2.842,2.544,4.354,1.43,8.42,0.36,0.208,0.736,0.448,13.598
P00199,4.0462,6.5223,4.0302,4.4782,17.3787,12.6885,4.5382,4.5302,1.3601,5.2362,2.5661,1.9761,3.2501,0.684,5.6122,4.0682,2.3021,2.3721,2.0561,0.0,10.3044
P00200,2.686,6.028,4.772,0.324,19.268,9.828,1.854,13.728,1.858,10.082,0.704,1.564,0.358,3.976,1.784,1.222,0.38,2.226,2.362,1.954,13.042
P00201,0.146,11.4182,7.7082,5.6041,12.1222,12.7103,1.306,7.3741,2.8141,0.472,1.842,1.562,4.8501,3.6661,2.362,1.404,5.6181,0.526,0.962,0.0,15.5323
P00202,0.882,11.066,3.88,2.322,22.506,3.6,8.478,6.706,3.358,3.05,0.314,2.124,3.284,0.22,1.676,0.772,1.104,3.208,5.164,2.772,13.514
P00203,4.598,10.232,3.918,7.202,15.726,6.928,1.744,13.378,1.848,0.62,2.26,0.842,4.384,0.984,2.454,1.18,1.82,1.38,2.658,1.436,14.408
P00204,5.482,7.142,7.458,7.918,14.698,9.864,1.464,7.798,3.908,0.322,1.87,3.742,2.582,0.242,1.98,1.11,1.05,1.162,2.484,3.912,13.812
P00205,2.436,10.884,4.036,4.734,26.312,5.714,3.764,5.938,0.902,0.224,1.598,1.664,2.58,2.754,3.914,0.364,1.986,0.08,3.186,0.048,16.882
P00206,1.812,6.96,3.678,1.38,36.508,8.258,1.85,10.544,5.39,1.734,1.54,1.464,2.226,0.772,1.008,5.662,3.092,1.108,1.676,0.32,3.018
P00207,0.626,2.892,0.81,6.652,36.014,4.386,2.256,8.468,3.81,1.812,2.032,2.644,3.076,0.688,1.014,4.742,0.542,2.646,6.904,0.368,7.618
P00208,8.444,8.282,6.514,8.108,15.726,4.93,4.76,8.76,5.794,1.448,0.096,1.076,2.74,0.316,3.402,3.79,2.65,0.452,2.152,2.202,8.358
P00209,1.766,6.188,4.078,5.418,22.98,13.86,3.438,9.126,1.57,1.942,3.048,2.454,5.06,0.286,3.288,0.276,1.068,1.616,0.986,1.704,9.848
P00210,7.932,8.402,5.094,1.644,30.824,8.146,3.292,7.85,6.978,0.606,4.328,2.23,1.286,0.402,3.55,0.636,0.574,0.114,1.6,0.768,3.744
P00211,,,,,,,,,,,,,,,,,,,,,
P00212,4.71,7.248,4.586,8.082,18.01,8.604,7.31,12.974,3.26,2.432,3.392,1.976,2.698,0.154,3.034,1.502,1.072,1.632,0.922,0.362,6.04
P00213,1.976,11.638,7.766,10.584,14.996,7.364,1.43,7.524,2.38,0.636,3.338,2.922,4.15,0.02,2.668,1.596,1.534,0.714,1.102,0.02,15.642
P00214,0.346,13.512,2.37,5.32,28.442,4.124,0.89,7.932,3.802,3.06,6.758,2.404,2.38,0.198,1.184,1.538,2.056,1.606,0.564,1.142,10.372
P00215,1.708,8.6442,4.4121,5.6401,25.1705,6.3181,9.2142,5.9701,2.172,4.5861,1.316,2.106,2.8621,0.972,2.5561,2.7761,0.156,0.0,2.004,0.118,11.2982
P00216,5.582,18.648,8.188,3.578,14.542,8.744,1.594,4.612,2.936,0.28,1.376,0.616,1.82,0.044,5.846,2.346,1.606,0.016,2.306,0.296,15.024
P00217,0.222,15.246,1.436,1.448,24.17,4.996,4.466,1.838,6.044,3.14,2.744,1.224,4.31,1.49,3.024,3.77,1.22,0.874,0.8,1.244,16.294
P00218,3.3403,14.3551,5.5084,6.0865,14.2331,9.4708,1.4181,4.8204,7.7686,1.1661,2.0882,4.2863,6.7805,1.1901,1.5741,0.414,1.4901,0.0,5.4564,0.29,8.2627
P00219,0.308,11.71,4.67,7.5,16.77,7.822,1.298,3.394,3.164,2.102,6.236,4.766,2.334,0.442,4.722,1.366,4.688,0.678,6.274,1.046,8.71
P00220,2.596,10.174,3.886,3.72,17.422,10.5,3.598,8.608,3.136,2.356,0.476,6.054,2.152,0.18,2.704,2.538,0.242,0.456,1.426,0.502,17.274
P00221,2.22,6.458,8.232,4.196,14.486,11.044,3.3,13.018,2.914,1.26,2.678,3.266,6.702,0.634,2.932,0.308,0.732,1.986,3.028,1.64,8.966
P00222,1.606,12.844,5.086,3.596,14.512,9.136,2.894,13.83,1.938,1.32,1.038,4.294,5.958,1.748,1.308,2.108,0.028,0.286,1.652,0.014,14.804
P00223,,,,,,,,,,,,,,,,,,,,,
P00224,1.156,3.82,3.784,3.86,13.39,8.326,2.268,13.46,5.34,1.688,2.83,8.342,1.926,0.136,2.632,2.058,2.548,0.52,1.792,1.03,19.094
P00225,2.59,6.096,5.734,3.634,12.336,4.136,3.456,9.058,1.202,2.668,1.19,2.762,9.762,0.4,3.732,2.422,0.488,1.822,0.814,0.418,25.28
P00226,2.498,3.614,3.774,2.896,23.518,6.408,5.196,14.424,0.718,2.416,1.996,1.942,3.89,6.678,0.264,2.684,6.946,2.64,2.714,0.48,4.304
P00227,4.176,5.396,5.872,6.464,16.452,5.866,5.542,13.158,0.972,0.162,4.15,6.814,1.738,0.344,1.38,2.55,1.506,0.216,3.64,0.606,12.996
P00228,1.16,4.962,3.494,3.628,27.928,10.544,2.522,5.278,2.282,5.926,1.416,1.61,1.632,0.82,0.308,5.59,2.222,0.764,4.348,0.336,13.23
P00229,1.932,2.91,9.982,7.198,34.544,9.568,2.558,8.704,1.318,1.22,0.688,3.366,1.378,0.48,1.446,1.51,1.334,1.172,1.94,0.366,6.386
P00230,3.658,18.112,5.772,9.724,11.528,9.348,3.044,10.886,0.382,0.738,2.274,3.49,2.844,0.452,1.768,0.324,1.368,0.248,0.31,4.114,9.616
P00231,1.142,5.652,1.876,3.468,31.296,7.106,4.744,6.078,2.724,4.068,1.89,3.532,4.148,0.978,1.844,2.31,0.65,0.936,3.528,0.43,11.6
P00232,4.024,6.648,6.42,4.388,12.05,10.186,2.242,6.26,2.788,1.882,3.31,0.824,6.468,0.484,1.148,1.07,2.388,0.886,2.046,1.76,22.728
P00233,2.818,10.132,3.698,8.96,15.578,4.924,6.424,10.736,2.372,4.394,1.24,3.998,2.342,0.64,0.6,3.694,1.938,0.582,1.198,2.236,11.496
P00234,,,,,,,,,,,,,,,,,,,,,
P00235,2.228,9.656,0.79,4.68,20.072,7.262,5.178,8.586,2.932,3.808,0.5,4.404,4.754,1.564,0.83,0.898,1.872,0.012,2.42,0.398,17.156
P00236,,,,,,,,,,,,,,,,,,,,,
P00237,2.796,8.78,5.718,4.902,12.682,3.58,4.11,8.958,6.992,2.826,1.98,6.112,0.61,0.968,1.26,3.182,1.196,3.092,1.244,2.114,16.898
P00238,1.358,7.54,5.248,4.962,25.598,7.09,0.476,4.962,2.654,6.72,2.082,0.116,3.916,0.24,1.344,2.522,0.962,0.964,0.274,0.012,20.96
P00239,5.19,7.686,8.058,5.972,15.592,6.892,3.042,12.284,0.928,0.862,2.514,3.226,3.816,0.946,3.562,1.93,2.646,0.734,0.022,0.092,14.006
P00240,0.674,14.998,6.038,5.192,10.774,3.636,4.58,7.666,4.23,0.65,5.782,2.778,2.712,0.968,2.004,0.07,0.062,0.14,2.864,5.638,18.544
P00241,,,,,,,,,,,,,,,,,,,,,
P00242,1.582,9.232,4.85,7.656,23.752,8.704,3.29,9.762,2.096,0.076,1.322,3.368,5.298,0.248,1.162,0.564,2.124,1.114,4.194,0.538,9.068
P00243,2.458,7.89,3.336,6.446,18.268,8.368,4.374,7.014,0.776,1.404,9.876,4.396,1.808,2.012,3.84,2.742,0.27,0.0,3.322,1.578,9.822
P00244,2.462,6.554,1.994,5.82,23.868,7.938,3.928,7.438,1.216,2.16,1.606,2.506,5.528,0.302,2.44,6.6,1.282,0.364,1.874,0.136,13.984
P00245,6.008,14.324,3.412,7.628,17.25,4.374,1.134,6.896,2.56,1.666,1.638,6.138,3.654,0.292,2.432,1.204,0.658,0.772,1.8,0.53,15.63
P00246,2.702,15.066,2.772,4.08,16.946,4.738,2.606,7.362,6.94,1.142,4.978,2.39,2.004,1.622,2.098,0.534,0.204,2.976,0.42,2.022,16.398
P00247,0.692,10.28,5.138,1.184,26.324,10.332,4.572,9.566,4.536,2.96,2.442,0.278,4.156,1.116,1.274,5.138,1.196,0.272,1.89,0.206,6.448
P00248,5.052,9.022,3.45,2.258,23.778,6.194,4.42,6.51,4.742,0.804,4.006,1.716,5.604,0.368,5.734,2.556,0.706,1.176,2.272,1.236,8.396
P00249,,,,,,,,,,,,,,,,,,,,,
P00250,3.786,15.836,6.434,9.848,16.656,7.682,3.85,9.398,3.022,0.37,0.698,0.412,0.696,0.432,2.352,5.026,0.162,0.054,4.58,0.042,8.664
P00251,1.622,8.534,4.7,1.74,24.424,8.216,0.794,5.298,8.09,0.624,1.776,1.308,2.926,5.11,2.192,1.876,5.712,0.25,1.794,0.822,12.192
P00252,7.3,5.872,5.982,5.364,30.566,4.334,4.338,8.484,3.95,2.38,2.61,1.704,1.09,1.234,2.09,0.16,0.256,0.594,1.156,2.19,8.346
P00253,4.83,6.352,4.18,4.322,20.186,4.644,7.322,15.384,1.978,2.852,2.218,0.746,2.134,2.248,3.518,4.214,0.746,1.092,1.418,0.95,8.666
P00254,0.522,5.01,11.502,5.666,15.888,6.476,5.868,5.606,1.85,4.834,0.948,2.6,0.646,2.326,0.542,0.728,3.59,3.818,7.844,1.394,12.342
P00255,,,,,,,,,,,,,,,,,,,,,
P00256,,,,,,,,,,,,,,,,,,,,,
P00257,3.138,13.554,2.604,7.7,22.952,5.024,3.83,12.754,0.65,2.078,1.052,4.164,2.68,3.226,1.514,3.112,0.15,3.144,0.248,0.308,6.118
P00258,2.432,7.602,6.23,1.44,19.726,10.372,4.164,13.94,6.096,0.94,3.358,1.764,0.55,2.518,1.876,5.064,0.666,1.224,2.156,3.186,4.696
P00259,2.07,9.908,4.604,3.172,19.968,7.126,5.978,17.76,0.556,1.618,2.084,3.152,4.394,1.056,0.332,1.54,0.132,0.896,1.178,0.804,11.672
P00260,2.878,10.75,8.056,6.972,17.726,10.984,5.382,9.448,1.368,1.058,2.646,3.166,3.092,0.328,0.728,1.674,1.534,0.016,0.734,0.086,11.374
P00261,3.372,13.056,0.84,4.676,22.696,7.898,4.202,5.912,1.452,2.88,2.402,6.802,0.8,0.21,1.508,2.384,0.586,0.688,3.286,0.414,13.936
P00262,3.0442,14.1789,5.1183,4.8743,24.1955,8.3905,10.2186,3.1782,1.7461,0.786,1.9201,5.8504,3.4362,0.8441,1.0821,0.8701,1.5841,0.32,1.1041,0.0,7.2584
P00263,4.65,3.176,1.932,1.816,29.778,9.456,3.704,9.342,2.17,3.342,4.73,1.56,0.57,0.47,2.248,2.228,2.282,0.738,1.466,2.88,11.462
P00264,2.24,8.972,4.598,7.884,11.89,12.02,3.752,7.048,0.866,0.106,3.954,3.104,4.388,1.692,0.362,0.304,3.358,1.818,1.242,2.916,17.486
P00265,5.242,7.18,4.968,3.868,23.132,10.182,1.498,8.094,2.638,4.204,1.328,0.2,0.856,0.118,0.912,0.398,0.774,1.4,1.708,3.126,18.174
P00266,3.372,5.246,8.05,1.972,21.646,7.66,2.534,6.712,6.286,3.434,1.888,0.846,3.332,1.278,0.746,0.926,5.174,1.478,5.522,0.542,11.356
P00267,2.302,10.116,5.552,5.46,21.146,4.776,5.756,7.66,1.464,2.046,4.338,1.46,4.876,0.518,2.718,2.104,0.548,0.32,2.574,0.014,14.252
P00268,2.698,12.698,3.082,2.636,15.468,12.382,3.044,10.614,1.186,0.926,2.57,2.762,8.258,0.146,1.512,0.704,0.788,1.79,1.052,0.018,15.666
P00269,2.414,14.37,2.83,5.098,22.04,3.76,2.734,5.236,3.318,0.846,8.74,3.46,4.16,0.264,0.71,0.286,0.792,4.336,1.94,0.114,12.552
P00270,5.564,10.126,2.966,4.798,18.938,8.69,3.61,7.682,2.752,3.12,2.564,5.188,1.466,1.916,2.158,0.524,5.43,2.008,1.344,0.924,8.232
P00271,3.54,5.692,6.654,3.356,27.25,9.044,4.76,3.878,0.036,0.288,4.534,1.138,5.298,2.962,2.616,0.332,2.252,0.772,1.346,0.36,13.892
P00272,4.484,7.018,2.386,3.906,20.328,6.91,3.1,12.502,1.76,1.08,1.594,1.85,6.444,2.246,3.472,1.206,2.188,0.222,3.608,0.464,13.232
P00273,4.146,10.656,4.934,13.074,16.3,7.436,1.914,6.68,3.358,2.412,3.532,3.91,4.164,0.172,3.288,2.124,0.488,0.82,3.3,0.0,7.292
P00274,1.522,2.794,7.14,10.76,24.084,4.0,3.084,7.676,4.616,1.41,2.51,1.964,1.16,0.708,1.764,2.746,1.898,0.394,1.19,1.956,16.624
P00275,,,,,,,,,,,,,,,,,,,,,
P00276,1.554,8.892,9.604,3.788,22.934,4.108,4.078,8.704,3.386,3.18,1.258,0.91,7.626,0.796,1.346,0.904,4.902,0.77,0.428,0.168,10.664
P00277,,,,,,,,,,,,,,,,,,,,,
P00278,3.368,9.966,2.44,4.434,22.086,5.004,4.388,9.202,0.668,2.896,4.672,2.118,2.828,4.394,2.078,1.91,0.25,2.566,4.142,0.408,10.182
P00279,1.152,15.712,1.164,5.596,13.112,5.838,3.716,11.556,1.858,1.072,4.738,1.744,3.152,0.042,1.05,1.714,3.368,0.184,1.59,0.428,21.214
P00280,1.014,4.032,0.734,1.302,23.072,16.422,2.34,10.71,2.484,6.242,0.256,0.238,2.896,1.832,5.728,0.95,0.432,1.764,5.124,2.97,9.458
P00281,5.218,10.69,6.926,9.998,16.136,9.838,5.576,3.53,1.198,0.638,2.754,3.372,5.346,0.026,0.608,0.582,1.526,0.452,5.26,0.482,9.844
P00282,0.602,7.58,3.38,3.704,21.256,5.846,4.404,10.162,4.536,3.446,4.726,3.63,1.372,1.836,5.682,0.278,1.106,2.084,2.764,1.952,9.654
P00283,2.598,7.838,9.298,2.568,22.874,3.95,4.154,12.316,2.676,1.286,0.614,4.026,1.984,2.788,2.454,7.598,0.266,0.104,4.124,0.718,5.766
P00284,1.768,8.76,1.598,5.612,21.01,7.928,0.228,7.1,5.114,5.522,10.618,1.414,3.036,1.4,0.126,0.756,1.912,3.93,4.128,2.102,5.938
P00285,2.764,7.908,4.68,4.096,9.144,10.626,4.01,14.496,4.956,0.496,3.104,3.32,3.158,0.784,7.38,7.012,2.016,0.978,1.276,0.216,7.58
P00286,3.72,12.838,3.604,3.07,21.404,10.662,1.904,14.098,0.75,1.646,5.838,3.676,1.632,0.194,2.49,1.784,0.218,1.75,1.004,0.038,7.68
P00287,2.492,7.75,4.012,2.532,27.28,5.89,5.206,15.966,3.022,0.876,2.966,2.338,1.398,0.568,0.83,0.944,3.336,0.0,2.172,0.246,10.176
P00288,1.18,8.308,6.218,3.526,27.688,5.014,4.44,11.488,2.006,1.91,3.126,4.35,2.582,0.01,3.99,0.392,0.676,1.628,0.188,0.086,11.194
P00289,4.132,11.226,8.498,11.326,10.054,5.66,3.484,9.842,3.836,0.884,1.012,0.92,1.832,2.562,0.066,4.666,2.494,2.084,1.804,0.186,13.432
P00290,3.764,7.068,0.96,4.69,28.546,4.668,2.762,14.916,2.056,2.216,1.47,0.338,3.354,0.13,2.172,3.808,2.86,0.024,0.32,0.382,13.496
P00291,3.084,8.508,8.32,5.738,18.194,8.972,1.918,11.432,0.136,0.53,1.804,4.476,4.524,3.886,1.414,1.252,2.75,0.07,0.434,0.93,11.628
P00292,4.346,7.434,5.03,8.962,11.336,8.682,6.966,11.934,0.966,1.366,3.844,2.552,1.974,2.956,3.416,1.36,1.142,1.304,0.266,2.496,11.668
P00293,2.96,18.254,8.388,6.818,16.598,8.854,2.464,4.086,0.66,1.698,1.154,0.624,2.818,1.794,3.168,1.292,2.95,0.318,1.262,0.706,13.134
P00294,5.388,6.21,4.032,6.098,20.216,9.708,1.226,15.848,1.608,2.196,3.612,1.484,2.392,2.174,1.672,3.276,1.062,1.334,2.224,1.194,7.046
P00295,4.9,11.652,2.61,5.892,20.556,7.298,3.708,10.018,1.632,0.388,3.122,1.764,6.186,2.734,1.142,0.68,0.12,0.18,1.082,0.0,14.336
P00296,6.948,13.856,11.484,2.324,12.62,3.17,3.11,7.496,4.658,0.088,6.054,1.024,1.41,0.168,1.3,5.728,1.77,0.14,3.29,3.4,9.962
P00297,7.778,6.692,9.492,1.872,21.796,3.952,8.996,4.37,2.404,1.212,2.672,4.26,1.194,3.046,1.582,1.676,4.28,1.226,0.36,0.648,10.492
P00298,7.478,9.878,4.138,5.068,17.654,6.846,4.576,18.81,0.854,1.596,1.972,2.94,2.93,0.01,0.526,2.798,0.878,0.08,0.668,0.446,9.854
P00299,4.636,12.356,5.414,2.604,12.996,14.208,1.186,6.318,2.972,0.166,4.79,4.908,2.412,0.16,1.178,1.284,1.518,0.148,1.784,1.316,17.646
P00300,4.536,12.4,8.078,6.742,11.858,8.656,2.4,3.94,6.65,2.112,1.726,1.96,1.466,1.302,0.938,4.59,2.752,0.154,1.454,0.352,15.934
P00301,7.008,17.502,5.06,2.504,21.604,6.898,2.412,5.62,2.266,0.032,2.15,4.39,3.366,0.122,4.458,1.256,0.526,0.418,0.16,0.074,12.174
P00302,2.966,13.17,5.968,2.994,18.736,6.908,3.144,7.346,2.928,0.776,6.442,3.22,3.386,0.354,0.592,3.932,1.856,0.324,0.896,0.05,14.012
P00303,,,,,,,,,,,,,,,,,,,,,
P00304,2.254,13.144,4.794,6.592,15.624,6.324,2.73,9.584,4.264,1.144,1.448,5.3,5.708,0.57,2.534,2.636,3.882,2.256,0.246,0.314,8.652
P00305,1.31,13.562,4.252,3.162,20.396,4.888,8.042,8.496,2.608,1.652,2.396,2.186,4.978,2.182,1.384,1.628,0.874,1.38,3.248,2.282,9.094
P00306,5.102,2.148,7.296,9.658,11.126,8.292,4.648,6.784,6.114,4.908,3.886,2.96,3.318,1.412,2.384,1.358,1.242,9.718,0.194,0.44,7.012
P00307,2.712,7.024,3.684,3.654,21.066,4.544,5.51,9.458,3.132,2.266,2.246,4.818,1.738,1.338,2.024,3.582,3.142,1.586,2.84,0.012,13.624
P00308,1.444,6.97,5.746,3.132,24.022,8.756,2.272,12.092,2.778,3.328,1.64,1.324,2.08,0.318,5.142,0.904,1.34,0.038,1.884,2.224,12.566
P00309,4.092,7.13,8.666,3.276,18.574,10.918,5.296,7.188,2.2,0.286,8.012,1.306,2.26,2.078,3.238,0.728,0.826,0.194,1.098,0.076,12.558
P00310,2.588,6.976,2.608,8.93,19.74,9.178,7.902,7.628,5.138,2.52,1.31,2.632,0.152,0.998,1.894,3.798,0.26,0.534,3.798,0.03,11.386
P00311,5.3961,10.0202,2.432,8.1702,14.5283,8.5782,3.2701,9.8682,0.594,0.2,3.4741,1.394,4.6721,0.32,1.366,3.0901,1.276,2.448,1.762,0.0,17.1403
P00312,2.18,8.532,5.288,7.03,14.738,9.114,3.356,7.056,2.01,2.026,3.602,3.852,2.548,0.132,0.564,0.882,2.712,2.712,9.35,0.502,11.814
P00313,0.72,2.684,3.548,3.148,20.068,8.974,3.702,19.944,2.32,4.78,1.074,6.244,6.46,0.428,2.214,0.458,0.998,0.248,1.668,0.85,9.47
P00314,0.752,5.374,7.232,3.556,30.602,14.388,2.59,7.386,1.744,0.4,2.536,1.364,2.154,0.88,0.628,0.612,0.696,0.15,2.236,2.596,12.124
P00315,2.672,3.588,3.58,12.138,21.472,5.65,3.854,5.684,1.856,4.962,2.34,2.892,2.01,0.122,1.656,0.646,1.554,0.362,2.44,0.494,20.028
P00316,,,,,,,,,,,,,,,,,,,,,
P00317,1.158,7.174,3.05,2.966,29.04,9.604,3.542,7.938,0.716,0.718,4.844,1.224,1.33,0.524,1.106,1.102,0.952,0.564,2.796,1.636,18.016
P00318,5.48,9.662,6.464,3.098,20.108,2.486,1.02,12.072,2.67,1.682,1.47,3.656,1.562,0.472,0.252,3.096,3.802,0.74,2.548,0.06,17.6
P00319,2.178,8.006,2.156,1.07,25.182,14.14,4.636,5.798,0.948,2.624,2.112,2.562,6.268,0.916,0.042,2.478,1.194,0.506,4.828,1.65,10.706
P00320,4.996,9.978,2.466,3.752,18.686,3.162,3.544,10.466,4.358,0.702,5.118,2.61,4.816,3.684,4.486,0.7,3.552,4.838,2.552,0.054,5.48
P00321,3.914,19.154,5.49,3.444,12.38,8.268,3.814,11.948,4.068,1.106,0.574,1.73,4.516,0.27,3.03,3.302,1.552,0.082,0.866,0.93,9.562
P00322,2.438,11.242,4.002,5.074,29.388,5.82,2.496,4.612,0.5,2.158,2.028,2.322,6.76,0.27,1.314,3.812,1.374,0.488,1.94,2.996,8.966
P00323,,,,,,,,,,,,,,,,,,,,,
P00324,1.022,11.078,6.722,5.814,18.114,9.822,1.752,8.712,2.08,0.134,2.082,3.896,2.46,1.446,3.672,4.626,1.048,0.386,2.868,1.27,10.996
P00325,2.384,13.738,3.696,6.47,19.89,8.88,3.94,6.554,0.618,2.364,2.628,3.412,2.91,0.458,2.158,3.24,0.902,0.808,0.616,0.47,13.864
P00326,1.512,11.838,2.28,3.68,20.148,3.838,1.604,5.84,2.84,2.244,5.556,6.738,2.574,5.528,0.576,2.34,5.638,0.668,4.036,0.284,10.238
P00327,1.854,16.684,0.968,5.664,14.058,6.844,1.86,6.878,1.088,0.202,1.236,3.238,5.67,2.186,0.624,5.67,2.196,0.632,0.754,0.132,21.562
P00328,2.554,4.138,11.31,3.478,25.688,8.478,1.97,5.918,3.726,0.2,1.568,2.82,2.714,6.044,2.454,0.242,1.274,0.64,2.458,2.598,9.728
P00329,1.938,11.49,5.516,2.974,17.438,5.538,0.408,11.418,1.888,5.31,2.708,4.036,2.61,0.106,3.492,2.676,2.186,1.266,2.656,0.674,13.672
P00330,7.9525,8.0305,2.4461,5.2103,23.3034,7.0444,6.1144,7.6445,4.6783,1.2501,3.5862,3.7422,7.5605,1.1121,0.8761,0.136,0.636,0.4,0.822,0.0,7.4544
P00331,1.214,4.226,2.302,3.58,26.78,7.692,1.636,15.968,1.822,0.546,0.58,4.592,1.31,0.622,1.564,2.914,2.886,1.794,6.422,2.72,8.83
P00332,1.668,17.582,5.902,8.3,15.56,8.652,1.956,7.788,2.136,1.946,2.872,0.616,3.58,0.644,3.238,3.98,1.638,0.39,1.75,1.014,8.788
P00333,2.99,12.432,1.014,2.992,22.944,8.1,2.854,3.726,2.846,0.5,3.3,0.486,2.596,5.846,1.868,6.886,0.644,2.772,2.67,0.418,12.116
P00334,4.846,5.466,2.62,3.514,24.696,7.396,8.388,4.534,5.034,4.042,1.864,0.958,1.204,1.012,3.178,3.538,6.492,0.778,0.944,0.706,8.79
